OBJECTID,AHN_COUNT,AHN_AREA,AHN_MIN,AHN_MAX,AHN_RANGE,AHN_MEAN,AHN_STD,AHN_SUM
1532629,970,24250.00000000000,16.89699935910,17.76899909970,0.87199974060,17.24854640960,0.19155444992,16731.09001730000
1533249,739,18475.00000000000,17.45400047300,17.95999908450,0.50599861145,17.63458184590,0.12213396314,13031.95598410000
1533321,418,10450.00000000000,16.94099998470,17.85799980160,0.91699981690,17.26750238320,0.23765169006,7217.81599617000
1534959,583,14575.00000000000,16.50499916080,17.13800048830,0.63300132752,16.88050427120,0.12448764366,9841.33399010000
1534960,1185,29625.00000000000,16.62400054930,17.37899971010,0.75499916077,16.90549450810,0.08070423322,20033.01099210000
1535513,892,22300.00000000000,16.76000022890,17.35799980160,0.59799957275,17.09693045890,0.09651970879,15250.46196940000
1535748,737,18425.00000000000,16.07299995420,17.52499961850,1.45199966431,17.11001357100,0.31016454405,12610.08000180000
1536036,629,15725.00000000000,16.70000076290,17.22999954220,0.52999877930,16.91850557620,0.08845005971,10641.74000740000
1536037,2727,68175.00000000000,16.94099998470,17.52099990840,0.57999992371,17.22237877940,0.13628081647,46965.42693140000
1536135,1171,29275.00000000000,15.83399963380,17.48100090030,1.64700126648,16.84217250050,0.29007565308,19722.18399810000
1536240,290,7250.00000000000,14.57999992370,15.24300003050,0.66300010681,14.88818619170,0.12066516817,4317.57399559000
1536241,418,10450.00000000000,15.05300045010,15.92899990080,0.87599945068,15.35809568470,0.16160704962,6419.68399620000
1536319,1051,26275.00000000000,13.31999969480,14.28800010680,0.96800041199,13.73022075380,0.11868821795,14430.46201230000
1536523,1613,40325.00000000000,12.35400009160,13.58300018310,1.22900009155,12.84012710180,0.21513516976,20711.12501530000
1537124,387,9675.00000000000,16.80299949650,17.18099975590,0.37800025940,17.04644185440,0.05504861797,6596.97299767000
1537409,323,8075.00000000000,16.71999931340,17.21299934390,0.49300003052,17.04294119090,0.05413397495,5504.87000465000
1537627,1780,44500.00000000000,17.61000061040,18.80599975590,1.19599914551,18.24181744110,0.24576309504,32470.43504520000
1537650,191,4775.00000000000,16.28000068660,18.03400039670,1.75399971008,17.61952881540,0.40413742212,3365.33000374000
1537651,1451,36275.00000000000,16.18000030520,17.99900054930,1.81900024414,17.27828460130,0.37167545971,25070.79095650000
1537652,744,18600.00000000000,16.25499916080,17.62400054930,1.36900138855,17.17196640660,0.24597925799,12775.94300650000
1538091,279,6975.00000000000,17.53599929810,18.38299942020,0.84700012207,17.73765590630,0.16534082300,4948.80599785000
1538255,473,11825.00000000000,14.37399959560,15.34799957280,0.97399997711,14.88976532410,0.28723001125,7042.85899830000
1538402,916,22900.00000000000,14.72999954220,15.52999973300,0.80000019074,15.31457640200,0.12135886162,14028.15198420000
1538691,219,5475.00000000000,17.74699974060,18.23900032040,0.49200057983,18.01228769730,0.09935148668,3944.69100571000
1538780,1075,26875.00000000000,14.70400047300,15.66399955750,0.95999908447,15.08923069710,0.10856792441,16220.92299940000
1538911,800,20000.00000000000,17.93600082400,18.53599929810,0.59999847412,18.32222375390,0.10329112896,14657.77900310000
1539251,831,20775.00000000000,16.40800094600,18.05800056460,1.64999961853,17.62536942200,0.27638474212,14646.68198970000
1539307,374,9350.00000000000,15.86299991610,16.49699974060,0.63399982452,16.24493317940,0.10751499590,6075.60500908000
1539308,840,21000.00000000000,15.77799987790,16.80999946590,1.03199958801,16.17739881670,0.14412971183,13589.01500610000
1539500,264,6600.00000000000,16.28700065610,17.04700088500,0.76000022888,16.63275762040,0.14428778035,4391.04801178000
1539558,890,22250.00000000000,16.73800086980,17.47100067140,0.73299980164,17.02411008680,0.11877966867,15151.45797730000
1539559,162,4050.00000000000,16.68700027470,17.51300048830,0.82600021362,16.98372844410,0.14082908732,2751.36400795000
1539756,1809,45225.00000000000,17.45800018310,18.15500068660,0.69700050354,17.74652572070,0.09775094456,32103.46502880000
1539769,621,15525.00000000000,17.68499946590,18.26899909970,0.58399963379,17.92335908920,0.10717624291,11130.40599440000
1540332,791,19775.00000000000,16.76799964900,17.31999969480,0.55200004578,17.00276611370,0.12224601521,13449.18799590000
1540478,127,3175.00000000000,16.23299980160,16.64599990840,0.41300010681,16.46221257010,0.07188224724,2090.70099640000
1540695,24,600.00000000000,17.90299987790,18.35899925230,0.45599937439,18.22554143270,0.10725207927,437.41299438500
1540779,962,24050.00000000000,15.64400005340,16.23100090030,0.58700084686,15.94774636010,0.09555487746,15341.73199840000
1540943,376,9400.00000000000,17.12100028990,17.50000000000,0.37899971008,17.24423941150,0.06646942849,6483.83401871000
1540944,196,4900.00000000000,16.99900054930,17.57699966430,0.57799911499,17.17065303180,0.09769671484,3365.44799423000
1541277,135,3375.00000000000,15.50800037380,16.54199981690,1.03399944305,15.73502221990,0.16668835572,2124.22799969000
1541278,227,5675.00000000000,14.99400043490,15.98099994660,0.98699951172,15.29744052890,0.22235024589,3472.51900005000
1541402,246,6150.00000000000,17.06999969480,17.74699974060,0.67700004578,17.38501216140,0.16853649051,4276.71299171000
1541993,185,4625.00000000000,16.00000000000,16.72900009160,0.72900009155,16.28419461640,0.12949539329,3012.57600403000
1542546,366,9150.00000000000,12.72900009160,13.55000019070,0.82100009918,13.00766939930,0.15647543607,4760.80700016000
1542553,130,3250.00000000000,15.89099979400,16.23800086980,0.34700107575,16.03456156800,0.09061011650,2084.49300385000
1542560,1271,31775.00000000000,15.86900043490,17.17499923710,1.30599880219,16.16608576700,0.19460685612,20547.09500980000
1542812,1000,25000.00000000000,15.15799999240,15.98700046540,0.82900047302,15.59925899410,0.09410249171,15599.25899410000
1542813,671,16775.00000000000,15.35599994660,16.11800003050,0.76200008392,15.79030250540,0.09552671708,10595.29298110000
1542814,209,5225.00000000000,17.25000000000,17.87000083920,0.62000083923,17.39875122690,0.08812805914,3636.33900642000
1543012,958,23950.00000000000,16.78499984740,17.58099937440,0.79599952698,17.17120252220,0.10625891414,16450.01201630000
1543061,644,16100.00000000000,16.19400024410,17.57699966430,1.38299942017,16.58393322010,0.23433479659,10680.05299380000
1543252,1224,30600.00000000000,15.71199989320,16.48699951170,0.77499961853,16.12600572050,0.13362938463,19738.23100190000
1543253,929,23225.00000000000,17.12999916080,17.91399955750,0.78400039673,17.65349516030,0.11653939661,16400.09700390000
1543322,694,17350.00000000000,17.14699935910,18.31500053410,1.16800117493,17.87056339440,0.32056077401,12402.17099570000
1543402,1666,41650.00000000000,17.26499938960,19.06999969480,1.80500030518,17.74324909290,0.31876133587,29560.25298880000
1543564,643,16075.00000000000,16.51099967960,16.84499931340,0.33399963379,16.72596423620,0.05332278465,10754.79500390000
1544964,1868,46700.00000000000,15.50800037380,16.94400024410,1.43599987030,16.24643629780,0.36720537443,30348.34300420000
1544985,362,9050.00000000000,17.18799972530,17.92799949650,0.73999977112,17.46283975890,0.16313291570,6321.54799271000
1545213,1125,28125.00000000000,14.96800041200,16.00600051880,1.03800010681,15.40023822110,0.17394156639,17325.26799870000
1545233,267,6675.00000000000,15.23900032040,15.58199977870,0.34299945831,15.39912733160,0.06211201871,4111.56699753000
1545795,1169,29225.00000000000,16.45299911500,18.21999931340,1.76700019836,17.53258087900,0.40528195583,20495.58704760000
1545848,469,11725.00000000000,16.83099937440,17.26099967960,0.43000030518,17.05918339730,0.10070766777,8000.75701332000
1545849,935,23375.00000000000,16.49200057980,17.12500000000,0.63299942017,16.74814971270,0.11150672277,15659.51998140000
1545850,786,19650.00000000000,16.67399978640,17.37599945070,0.70199966431,16.92304958220,0.10009601276,13301.51697160000
1546154,39,975.00000000000,16.90099906920,17.48900032040,0.58800125122,17.15461545110,0.16649316468,669.03000259400
1546157,60,1500.00000000000,17.12999916080,17.40500068660,0.27500152588,17.22641665140,0.05706386333,1033.58499908000
1546243,1188,29700.00000000000,16.41200065610,17.16200065610,0.75000000000,16.65005639750,0.10244844896,19780.26700020000
1546514,1601,40025.00000000000,12.98700046540,13.73400020600,0.74699974060,13.36079450700,0.11170354120,21390.63200570000
1547040,215,5375.00000000000,15.36200046540,15.81099987030,0.44899940491,15.49775352480,0.07920640239,3332.01700783000
1547041,1258,31450.00000000000,13.76299953460,14.64099979400,0.87800025940,14.24016137190,0.12405173186,17914.12300590000
1547089,2130,53250.00000000000,17.10099983220,17.71699905400,0.61599922180,17.48492629810,0.11839395614,37242.89301490000
1547090,750,18750.00000000000,17.40099906920,17.87299919130,0.47200012207,17.73479195910,0.08773779679,13301.09396930000
1547091,3008,75200.00000000000,17.32699966430,18.18000030520,0.85300064087,17.74531215810,0.11753842262,53377.89897160000
1547092,1378,34450.00000000000,17.34700012210,17.79500007630,0.44799995422,17.66007546870,0.06808188370,24335.58399579990
1547118,46,1150.00000000000,17.46899986270,17.67399978640,0.20499992371,17.58376084200,0.04191458300,808.85299873400
1548641,909,22725.00000000000,16.50799942020,17.49600028990,0.98800086975,17.07093948050,0.11661802696,15517.48398780000
1548901,481,12025.00000000000,16.89100074770,17.78100013730,0.88999938965,17.09070480890,0.16400768424,8220.62901306000
1549472,34,850.00000000000,17.59499931340,17.97500038150,0.38000106812,17.73414695960,0.08650301739,602.96099662800
1549473,20,500.00000000000,17.36000061040,17.82999992370,0.46999931335,17.65725002290,0.11740645256,353.14500045800
1549754,1339,33475.00000000000,14.06799983980,15.22399997710,1.15600013733,14.87709782280,0.13652319378,19920.43398480000
1549821,208,5200.00000000000,17.39399909970,17.91200065610,0.51800155640,17.64162013160,0.09255369548,3669.45698738000
1549900,870,21750.00000000000,16.87400054930,17.81999969480,0.94599914551,17.36437475930,0.19990540458,15107.00604060000
1549901,1371,34275.00000000000,16.70899963380,17.41300010680,0.70400047302,17.02803356610,0.07475164862,23345.43401910000
1550384,377,9425.00000000000,17.13400077820,17.89800071720,0.76399993897,17.30015648450,0.07976211685,6522.15899467000
1550974,97,2425.00000000000,17.73100090030,18.28599929810,0.55499839783,17.92785573740,0.15621979137,1739.00200653000
1551833,165,4125.00000000000,16.84900093080,17.36100006100,0.51199913025,16.96582433530,0.06070565934,2799.36101532000
1552581,1971,49275.00000000000,16.72599983220,18.15600013730,1.43000030518,17.11847590290,0.17036817073,33740.51600460000
1552595,1216,30400.00000000000,16.46199989320,16.96500015260,0.50300025940,16.74515544740,0.08497315977,20362.10902400000
1552637,3051,76275.00000000000,16.85000038150,17.65999984740,0.80999946594,17.18252638060,0.13646612233,52423.88798710000
1553053,1748,43700.00000000000,16.84799957280,17.58399963380,0.73600006104,17.25331406190,0.16007782898,30158.79298020000
1553054,396,9900.00000000000,16.85099983220,17.28800010680,0.43700027466,17.09133084130,0.09182227201,6768.16701317000
1553086,199,4975.00000000000,17.35799980160,17.89200019840,0.53400039673,17.63333167260,0.10679400045,3509.03300285000
1553692,1159,28975.00000000000,16.78400039670,17.36599922180,0.58199882507,17.07177652750,0.10769306318,19786.18899540000
1553732,671,16775.00000000000,16.10700035100,16.73200035100,0.62500000000,16.37786141520,0.15507488419,10989.54500960000
1553991,342,8550.00000000000,16.61400032040,17.39599990840,0.78199958801,17.14676023230,0.18024205610,5864.19199944000
1553999,843,21075.00000000000,15.21700000760,16.00799942020,0.79099941254,15.47355042770,0.17679286970,13044.20301060000
1554000,163,4075.00000000000,16.97999954220,17.67000007630,0.69000053406,17.30482818740,0.15290374080,2820.68699455000
1554252,803,20075.00000000000,16.30500030520,18.00200080870,1.69700050354,16.86638730910,0.35050358995,13543.70900920000
1554253,910,22750.00000000000,16.11100006100,17.79199981690,1.68099975586,16.78884831940,0.34324894739,15277.85197070000
1554254,3991,99775.00000000000,15.28299999240,16.54800033570,1.26500034332,15.82821873730,0.20874414800,63170.42098050000
1554268,556,13900.00000000000,16.90099906920,17.39200019840,0.49100112915,17.14995324180,0.11320578769,9535.37400246000
1554443,681,17025.00000000000,15.63399982450,16.69199943540,1.05799961090,16.04892951140,0.17769745228,10929.32099720000
1554692,719,17975.00000000000,16.42600059510,17.49500083920,1.06900024414,17.14099027450,0.15167131975,12324.37200740000
1554698,899,22475.00000000000,16.93099975590,17.94700050350,1.01600074768,17.29516794630,0.15368222700,15548.35598370000
1554819,98,2450.00000000000,17.61800003050,17.97699928280,0.35899925232,17.80085717420,0.10516931416,1744.48400307000
1555010,269,6725.00000000000,15.00899982450,15.49199962620,0.48299980164,15.23834572050,0.09090459202,4099.11499882000
1555209,35,875.00000000000,16.50499916080,16.82099914550,0.31599998474,16.63640016830,0.08118377932,582.27400589000
1555593,429,10725.00000000000,17.55200004580,18.25000000000,0.69799995422,17.78729837150,0.10268459742,7630.75100136000
1555932,1809,45225.00000000000,17.29299926760,18.17700004580,0.88400077820,17.77809120610,0.13807599497,32160.56699180000
1557557,63,1575.00000000000,17.35199928280,17.56999969480,0.21800041199,17.47390474590,0.03979871754,1100.85599899000
1557723,899,22475.00000000000,14.90400028230,15.79800033570,0.89400005341,15.13077642870,0.10541048946,13602.56800940000
1558079,172,4300.00000000000,17.32600021360,17.79199981690,0.46599960327,17.61184884230,0.09677009105,3029.23800087000
1558080,217,5425.00000000000,17.61800003050,18.06599998470,0.44799995422,17.87735483720,0.10143544873,3879.38599968000
1558197,434,10850.00000000000,14.03600025180,14.84700012210,0.81099987030,14.47318203880,0.15734994376,6281.36100483000
1558198,1069,26725.00000000000,14.77999973300,16.09600067140,1.31600093842,15.08575118920,0.16824097819,16126.66802120000
1558199,413,10325.00000000000,14.50500011440,14.99800014500,0.49300003052,14.70711862780,0.05790291636,6074.03999329000
1558758,312,7800.00000000000,16.46699905400,17.29899978640,0.83200073242,16.80406416990,0.15738567311,5242.86802101000
1559001,189,4725.00000000000,16.76399993900,17.46699905400,0.70299911499,16.90787831060,0.10260238370,3195.58900070000
1559002,577,14425.00000000000,16.62400054930,17.72200012210,1.09799957275,17.36302425380,0.22206243513,10018.46499440000
1560240,336,8400.00000000000,16.17900085450,16.92399978640,0.74499893189,16.51077977820,0.17359461041,5547.62200546000
1560241,58,1450.00000000000,16.06200027470,16.46100044250,0.39900016785,16.21074133910,0.09358785177,940.22299766500
1560435,5423,135575.00000000000,15.01500034330,17.37100028990,2.35599994659,16.56870365640,0.51113391120,89852.07992840000
1560436,99,2475.00000000000,16.19300079350,16.69300079350,0.50000000000,16.48532324130,0.12383535895,1632.04700089000
1560437,1397,34925.00000000000,14.98700046540,16.04000091550,1.05300045013,15.49350464710,0.18383236861,21644.42599200000
1560888,1431,35775.00000000000,17.74500083920,18.34399986270,0.59899902344,18.03286022080,0.07825367664,25805.02297590000
1560889,124,3100.00000000000,18.01099967960,18.16300010680,0.15200042725,18.10007259920,0.03332686508,2244.40900230000
1560890,592,14800.00000000000,17.88199996950,18.18000030520,0.29800033569,18.06891387860,0.04833166412,10696.79701610000
1561309,848,21200.00000000000,15.41600036620,16.19599914550,0.77999877930,15.67980895510,0.16127997753,13296.47799400000
1561394,402,10050.00000000000,16.54700088500,17.09799957280,0.55099868774,16.90550499060,0.07604909057,6796.01300621000
1561573,712,17800.00000000000,14.27600002290,15.03999996190,0.76399993897,14.75063903010,0.10691228972,10502.45498940000
1561574,793,19825.00000000000,15.26099967960,16.47400093080,1.21300125122,15.53707818760,0.22333070060,12320.90300270000
1561575,823,20575.00000000000,15.56700038910,16.53000068660,0.96300029755,16.00592708470,0.22580113449,13172.87799070000
1561677,656,16400.00000000000,13.14299964900,14.96300029750,1.82000064850,14.12851221390,0.34487117462,9268.30401230000
1562299,306,7650.00000000000,14.84599971770,15.72599983220,0.88000011444,15.20502614040,0.17862856667,4652.73799896000
1562337,1215,30375.00000000000,14.68700027470,15.38300037380,0.69600009918,14.94493499720,0.08989561735,18158.09602170000
1562338,556,13900.00000000000,14.70699977870,15.21300029750,0.50600051880,14.96280574280,0.10577169967,8319.31999302000
1562351,1840,46000.00000000000,16.13299942020,16.90299987790,0.77000045776,16.51312605090,0.12430088740,30384.15193370000
1562388,27,675.00000000000,17.28400039670,17.47200012210,0.18799972534,17.39000002540,0.05442157191,469.53000068700
1562389,292,7300.00000000000,17.64800071720,18.12299919130,0.47499847412,17.89113696630,0.09198137349,5224.21199417000
1562682,665,16625.00000000000,17.64200019840,18.30100059510,0.65900039673,17.99216539480,0.14557114012,11964.78998760000
1562954,668,16700.00000000000,17.48600006100,18.54000091550,1.05400085449,17.98040570760,0.14836534309,12010.91101260000
1564146,857,21425.00000000000,14.81999969480,15.69099998470,0.87100028992,15.24621005380,0.18314427296,13066.00201610000
1565122,1267,31675.00000000000,16.78400039670,17.77300071720,0.98900032044,17.25200476340,0.19290193799,21858.29003520000
1565240,1072,26800.00000000000,14.23900032040,15.38500022890,1.14599990845,14.90096082350,0.14261645819,15973.83000280000
1565241,653,16325.00000000000,14.75300025940,15.57400035860,0.82100009918,15.15681011940,0.13446379463,9897.39700794000
1565242,837,20925.00000000000,15.01700019840,16.36000061040,1.34300041199,15.59663680290,0.27423941734,13054.38500400000
1565398,1144,28600.00000000000,16.88100051880,17.37500000000,0.49399948120,17.23190645070,0.07842805085,19713.30097960000
1565643,1612,40300.00000000000,16.93600082400,17.59399986270,0.65799903870,17.32949317830,0.14167256091,27935.14300350000
1565936,1071,26775.00000000000,16.78800010680,17.18499946590,0.39699935913,16.94049859600,0.04525336762,18143.27399640000
1566214,948,23700.00000000000,16.76000022890,17.55299949650,0.79299926758,16.90639241540,0.05518813419,16027.26000980000
1566215,895,22375.00000000000,16.67799949650,17.02599906920,0.34799957275,16.87668041250,0.04842269628,15104.62896920000
1566647,1270,31750.00000000000,17.64699935910,18.21400070190,0.56700134277,17.89932601210,0.09068711626,22732.14403530000
1567233,571,14275.00000000000,15.01200008390,15.87699985500,0.86499977112,15.49641156070,0.10489248743,8848.45100117000
1567960,498,12450.00000000000,16.88100051880,17.43099975590,0.54999923706,17.06511646870,0.06910862632,8498.42800140000
1568448,36,900.00000000000,16.43899917600,17.15999984740,0.72100067139,16.87747224170,0.21098282244,607.58900070200
1568594,626,15650.00000000000,13.54800033570,14.32499980930,0.77699947357,13.95965974090,0.12305399124,8738.74699783000
1569024,304,7600.00000000000,18.28300094600,18.67700004580,0.39399909973,18.49011182790,0.06134503385,5620.99399567000
1569436,1481,37025.00000000000,12.32600021360,14.21100044250,1.88500022888,13.34257395020,0.43846544642,19760.35202030000
1569603,147,3675.00000000000,15.96000003810,16.47699928280,0.51699924469,16.18923126920,0.12217799151,2379.81699657000
1570627,197,4925.00000000000,16.87999916080,17.33799934390,0.45800018311,17.04204061670,0.07223260370,3357.28200150000
1570628,1456,36400.00000000000,16.80299949650,17.54700088500,0.74400138855,17.27895742200,0.11962916820,25158.16200640000
1570891,1708,42700.00000000000,16.70800018310,17.65500068660,0.94700050354,17.12204976160,0.15945099941,29244.46099280000
1571688,196,4900.00000000000,16.71100044250,17.32699966430,0.61599922180,16.96002555380,0.12055046572,3324.16500854000
1571996,979,24475.00000000000,16.17000007630,17.90299987790,1.73299980164,16.63952605550,0.12905902182,16290.09600830000
1571997,2248,56200.00000000000,16.06699943540,17.18199920650,1.11499977112,16.71490524420,0.11153727296,37575.10698890000
1572247,701,17525.00000000000,17.04500007630,18.59000015260,1.54500007629,17.79898432620,0.39216724732,12477.08801270000
1572248,1950,48750.00000000000,15.71199989320,17.50099945070,1.78899955750,16.51709024480,0.36881705321,32208.32597730000
1572249,1327,33175.00000000000,16.75300025940,18.05800056460,1.30500030518,17.57095403180,0.36697292968,23316.65600010000
1572303,203,5075.00000000000,13.93299961090,14.89000034330,0.95700073242,14.11826108830,0.16641983363,2866.00700092000
1573051,1211,30275.00000000000,16.33900070190,17.38899993900,1.04999923706,17.04004294960,0.17281698608,20635.49201200000
1573225,27,675.00000000000,16.20000076290,17.58900070190,1.38899993896,16.70581471480,0.35178420116,451.05699729900
1573793,6,150.00000000000,14.94999980930,15.04100036620,0.09100055695,14.99816672010,0.03636576107,89.98900032040
1574964,1124,28100.00000000000,13.60200023650,14.23799991610,0.63599967957,13.93759964280,0.12303668221,15665.86199860000
1574965,591,14775.00000000000,13.67399978640,14.27999973300,0.60599994659,13.98492723870,0.11921977094,8265.09199810000
1576264,985,24625.00000000000,17.84900093080,18.54800033570,0.69899940491,18.23860203310,0.12912473568,17965.02300260000
1576265,682,17050.00000000000,17.90099906920,18.84199905400,0.94099998474,18.36621846900,0.26720575039,12525.76099590000
1576266,987,24675.00000000000,17.55599975590,18.48900032040,0.93300056458,17.93244275110,0.14438981757,17699.32099530000
1576267,338,8450.00000000000,17.47500038150,18.65999984740,1.18499946594,18.16393494460,0.32243363307,6139.41001129000
1577183,1798,44950.00000000000,16.14699935910,17.65200042720,1.50500106812,16.77274861090,0.22371564903,30157.40200230000
1578071,306,7650.00000000000,13.05599975590,13.52799987790,0.47200012207,13.19840848840,0.08647290839,4038.71299744000
1578217,31,775.00000000000,16.05400085450,16.55599975590,0.50199890137,16.25548399650,0.11122261662,503.92000389100
1578425,1084,27100.00000000000,16.65800094600,17.40600013730,0.74799919128,16.87766879070,0.11300907275,18295.39296910000
1578426,869,21725.00000000000,16.94300079350,17.43899917600,0.49599838257,17.17245798360,0.07983610192,14922.86598780000
1579149,1694,42350.00000000000,16.92799949650,18.34700012210,1.41900062561,17.37790614740,0.24941131121,29438.17301370000
1579255,1271,31775.00000000000,13.17300033570,13.95300006870,0.77999973297,13.52371205020,0.10616648297,17188.63801570000
1579566,2917,72925.00000000000,13.64200019840,14.60599994660,0.96399974823,14.04945422900,0.15457919247,40982.25798610000
1579569,103,2575.00000000000,13.95600032810,14.46100044250,0.50500011444,14.29339808860,0.12779814301,1472.22000313000
1579578,733,18325.00000000000,16.70800018310,18.37999916080,1.67199897766,17.56776533090,0.23316427580,12877.17198750000
1579600,515,12875.00000000000,17.24500083920,17.55500030520,0.30999946594,17.36997089200,0.05916250548,8945.53500938000
1579601,156,3900.00000000000,16.98500061040,17.54599952700,0.56099891663,17.27866026070,0.11148298290,2695.47100067000
1580214,2711,67775.00000000000,16.69799995420,17.42300033570,0.72500038147,16.98028367030,0.10175817004,46033.54903029990
1580472,121,3025.00000000000,16.75300025940,17.04500007630,0.29199981690,16.85608263250,0.06797240029,2039.58599854000
1581080,1853,46325.00000000000,17.43700027470,18.70400047300,1.26700019836,18.09343769510,0.13741306629,33527.14004900000
1581081,761,19025.00000000000,17.94599914550,18.94099998470,0.99500083923,18.50621026450,0.22372112926,14083.22601130000
1582262,330,8250.00000000000,16.84300041200,17.57099914550,0.72799873352,17.16764243730,0.15737448449,5665.32200432000
1582509,482,12050.00000000000,15.63399982450,16.09199905400,0.45799922943,15.91927803400,0.09266845914,7673.09201241000
1582801,1223,30575.00000000000,16.15600013730,16.86199951170,0.70599937439,16.41808178570,0.13136946879,20079.31402400000
1583046,1652,41300.00000000000,15.31799983980,16.44799995420,1.13000011444,16.02059442950,0.20208389793,26466.02199750000
